"Time","Mod A Temp","Mod B Temp","Mod C Temp","Gate Driver Board Temp","Control Board Temp","RTD 1 Temp","RTD 2 Temp","RTD 3 Temp","RTD 4 Temp","RTD 5 Temp","Motor Temp","Torque Shudder","Motor Angle Electrical","Motor Speed","Electrical Output Freq","Delta Resolver Filtered"
"16669.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"16691.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"16733.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"16837.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"16859.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"16880.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"16901.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"16943.000","","","","","","","","","","","","","34.2","0","0","-34.2"
"17070.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"17090.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"17112.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17132.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17154.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17259.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17280.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17301.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17322.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17343.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17363.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17490.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17511.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17553.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17638.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"17700.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17722.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17742.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17764.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"17890.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"17911.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"17932.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"17974.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18079.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18163.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18206.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18311.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18332.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"18353.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"18374.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18416.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"18522.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18542.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18584.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18606.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"18627.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18753.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18795.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"18817.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18837.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"18860.000","","","","","27.7","205.1","207","-1000","","","","","","","",""
"18921.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"18942.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"18984.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"19006.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"19026.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"19048.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"19152.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"19174.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"19195.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19237.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"19258.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19368.000","20.6","20.5","20.9","27.2","","","","","","","","","","","",""
"19384.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19405.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19427.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19447.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19469.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19595.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"19637.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"19658.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"19806.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"19826.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"19848.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"19868.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"19879.000","20.6","20.6","20.9","27.3","","","","","","","","","","","",""
"19890.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"19982.000","","","","","","","","","-1000","-1000","23.4","0","","","",""
"20016.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"20058.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"20079.000","","","","","","","","","","","","","34.5","0","0","-34.3"
"20205.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"20227.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"20247.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"20269.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"20311.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"20390.000","20.7","20.5","20.9","27.4","","","","","","","","","","","",""
"20416.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"20437.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"20458.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"20478.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"20647.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"20668.000","","","","","","","","","","","","","34.2","0","0","-34.4"
"20689.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"20710.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"20731.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"20837.000","","","","","","","","","","","","","34.2","0","0","-34.2"
"20857.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"20879.000","","","","","","","","","","","","","34.2","0","0","-34.2"
"20899.000","","","","","","","","","","","","","34.2","0","0","-34.2"
"20921.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"20941.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"21131.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"21258.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"21278.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"21300.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"21320.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"21342.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"21468.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21489.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21510.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21553.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"21679.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"21699.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21742.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21868.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21932.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21952.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"21994.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"22099.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"22120.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"22163.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"22205.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"22289.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"22310.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"22352.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"22373.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"22394.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"22415.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"22520.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"22542.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"22562.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"22584.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"22604.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"22626.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"22731.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"22815.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"22836.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"22963.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23005.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23025.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23152.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"23173.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23194.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23215.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23236.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23247.000","20.6","20.6","20.8","27.3","","","","","","","","","","","",""
"23362.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23384.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23426.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23446.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23573.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23594.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23615.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23635.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23677.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"23825.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"23846.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24014.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24036.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"24056.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"24078.000","","","","","","","","","","","","","34.6","0","0","-34.4"
"24099.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"24204.000","","","","","","","","","","","","","34.4","0","0","-34.5"
"24225.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24246.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24267.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24289.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24309.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"24435.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24457.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24499.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24625.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24646.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"24668.000","","","","","","","","","","","","","34.2","0","0","-34.4"
"24688.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"24710.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"24836.000","","","","","","","","","","","","","34.1","0","0","-34.3"
"24857.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"24878.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"24920.000","","","","","","","","","","","","","34.2","0","0","-34.2"
"25025.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"25109.000","","","","","","","","","","","","","34.3","0","0","-34.2"
"25151.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25189.000","","","","","","","","","-1000","-1000","22.8","0","","","",""
"25256.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25278.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25298.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25320.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25362.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25467.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25488.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25530.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"25551.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25572.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25699.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25719.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25761.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"25805.000","","","","","27.7","205.1","207","-1000","","","","","","","",""
"25888.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"25930.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"25951.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"25972.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"25993.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26098.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"26120.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"26140.000","","","","","","","","","","","","","34.2","0","0","-34.3"
"26182.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"26204.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"26309.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"26372.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26393.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26415.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26541.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26583.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26604.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26730.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26750.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"26792.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26814.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26825.000","20.6","20.5","20.9","27.3","","","","","","","","","","","",""
"26835.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26898.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"26961.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27003.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27025.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27151.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"27171.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27193.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27214.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27256.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27362.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"27382.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"27404.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"27466.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"27572.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"27635.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"27656.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"27677.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27803.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27825.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27845.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"27867.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"28035.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"28077.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"28204.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28224.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28246.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"28266.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"28288.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28413.000","","","","","","","","","","","","","34.5","0","0","-34.3"
"28435.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"28455.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"28497.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"28519.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"28562.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"28603.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"28687.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"28729.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"28834.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28856.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28876.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28898.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"28919.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"28940.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"29024.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29045.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29066.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29087.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"29108.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29129.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29151.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"29255.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29297.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"29319.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29340.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29361.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"29466.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"29487.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"29508.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"29550.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"29572.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"29676.000","","","","","","","","","","","","","34.6","0","0","-34.5"
"29740.000","","","","","","","","","","","","","34.5","0","0","-34.5"
"29761.000","","","","","","","","","","","","","34.4","0","0","-34.5"
"29785.000","20.6","20.6","20.9","27.4","","","","","","","","","","","",""
"29866.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"29950.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"29971.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30098.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"30118.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30140.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30160.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30182.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30193.000","20.6","20.6","20.9","27.4","","","","","","","","","","","",""
"30202.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30308.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30329.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30371.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30392.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"30519.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"30539.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"30561.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"30581.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"30623.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"30729.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"30771.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"30960.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"30982.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"31002.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"31024.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"31044.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"31150.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"31171.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"31192.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"31213.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"31234.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"31255.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"31381.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31403.000","","","","","","","","","","","","","34.5","0","0","-34.4"
"31570.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31592.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31612.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31634.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"31655.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31781.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31802.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31823.000","","","","","","","","","","","","","34.4","0","0","-34.4"
"31865.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"31887.000","","","","","","","","","","","","","34.3","0","0","-34.4"
"31991.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32013.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"32055.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"32097.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32135.000","","","","","","","","","-1000","-1000","22.8","0","","","",""
"32202.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32223.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32244.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32266.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32308.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"32412.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32434.000","","","","","","","","","","","","","34.3","0","0","-34.3"
"32476.000","","","","","","","","","","","","","34.4","0","0","-34.3"
"32497.000","","","","","","","","","","","","","34.5","0","0","-34.3"
"32518.000","","","","","","","","","","","","","34.4","0","0","-34.3"
